index,status_group
23355,functional
56696,non functional
8107,functional
841,functional
59332,functional
57428,functional
4290,non functional
35404,non functional
46627,non functional
52173,non functional
56660,functional
36652,non functional
60340,functional
8444,functional
34143,non functional
1816,non functional
21501,non functional
55963,functional
9655,functional
36365,functional
61516,functional
71653,functional
27579,functional
54441,functional
10518,functional
61213,functional
6775,functional
53691,non functional
63568,functional
2422,non functional
53576,functional
65971,functional
61758,functional
63139,non functional
13470,non functional
19815,functional needs repair
51672,functional
6428,functional
18951,functional
54274,functional
11349,functional
12446,functional
25645,functional
26554,functional
33726,functional
54354,functional
24990,functional
16453,non functional
34862,non functional
70133,non functional
15536,non functional
49490,functional
12918,functional
7102,functional
21288,non functional
190,functional
16349,non functional
33922,functional
73640,functional
61585,functional
51369,non functional
59625,non functional
45651,non functional
37168,non functional
51722,functional
13678,non functional
37412,non functional
49258,functional
7984,non functional
46069,functional
20953,non functional
55471,non functional
50059,functional needs repair
655,functional
52105,functional
10734,functional needs repair
59972,non functional
56237,functional
35643,non functional
58672,non functional
21035,non functional
59602,functional
6230,functional
26012,functional needs repair
39492,non functional
697,functional
44453,non functional
31559,functional
44022,functional
69345,functional
29730,non functional
59305,non functional
45624,non functional
48967,functional
67624,functional
56954,non functional
3375,functional
27451,functional
47520,functional
27395,functional
30625,functional
16377,functional
51149,functional
1665,non functional
36194,non functional
59917,non functional
31587,functional
11278,non functional
31975,functional
43395,functional
68480,functional needs repair
55978,functional
34863,functional needs repair
34252,non functional
33135,non functional
34387,functional needs repair
34333,functional
16068,non functional
31640,functional
39629,functional
20270,functional
1288,non functional
63319,non functional
10417,non functional
49493,functional needs repair
17031,non functional
31031,functional
28519,functional
59946,non functional
49149,non functional
9151,functional
2828,non functional
31910,functional
60969,functional
8793,functional
60945,functional
64652,functional
6943,non functional
4336,non functional
43309,functional
67703,functional
19161,functional
17445,functional
44322,non functional
15147,functional
34126,functional
45307,non functional
38159,functional
6891,functional needs repair
63919,non functional
25472,functional needs repair
2760,non functional
24687,functional
33906,functional
31333,non functional
31255,functional
49984,functional
73896,functional
25930,non functional
72569,functional
58085,non functional
5722,non functional
6288,functional
73684,non functional
5175,functional
55667,functional
73369,functional needs repair
59452,functional
25691,functional
60364,functional
25775,functional
31947,functional needs repair
10680,functional
53378,functional
20722,functional
35516,non functional
52834,functional
7591,functional
48552,non functional
48976,functional
15512,functional
66135,non functional
65722,non functional
64518,functional needs repair
13668,non functional
30191,non functional
44391,non functional
63891,functional needs repair
70083,functional
27383,non functional
25999,functional
33426,functional
58080,non functional
16307,functional
17389,non functional
58411,functional
19762,non functional
25001,non functional
40582,non functional
5010,non functional
37683,non functional
34795,non functional
58905,non functional
62415,non functional
24280,non functional
31871,non functional
38958,functional
47324,functional
9265,functional
21451,non functional
29990,non functional
47368,non functional
4041,functional needs repair
21398,functional
56985,non functional
13636,functional
60542,non functional
25421,functional
44724,functional
29704,functional
1773,non functional
26824,functional
40672,functional
32184,non functional
51841,functional
34613,functional
44457,functional needs repair
2074,non functional
64132,functional needs repair
23501,functional
27377,non functional
5357,functional
15054,functional
59128,functional
26893,functional
28838,functional
36327,non functional
50990,functional
10582,functional
23790,functional
5376,functional
23937,functional
22358,functional
32676,non functional
60579,functional
17402,functional
71497,functional
69114,functional
40181,functional
44958,functional
51291,functional
12098,non functional
71024,functional
10197,functional
53545,functional
827,non functional
43694,non functional
49551,functional
65927,non functional
17329,functional
521,functional needs repair
19671,non functional
6021,functional
55469,functional
33101,functional
71187,functional
48858,functional
2401,functional
12849,non functional
73310,functional needs repair
50184,functional
14096,functional needs repair
24352,non functional
14795,functional
24694,functional
9662,functional
36814,functional
18341,non functional
35773,functional
67298,functional needs repair
41522,functional
12038,functional
22658,functional needs repair
69595,functional
13760,functional needs repair
12473,functional
6506,functional
58636,functional
42556,non functional
73187,functional
19068,non functional
26340,non functional
62101,functional
161,functional
3019,non functional
46914,non functional
53370,non functional
942,functional
37056,non functional
48419,non functional
35717,functional
53559,non functional
33440,non functional
34141,functional
27978,non functional
17901,functional
1734,non functional
21349,functional needs repair
34764,functional
48679,functional
13575,functional
44779,non functional
46419,functional
70040,non functional
25253,non functional
49128,non functional
21053,functional
61511,non functional
11900,non functional
67264,functional
63487,functional
60350,non functional
25748,functional
35268,functional needs repair
69287,functional
17747,functional needs repair
32486,functional
50462,non functional
53242,functional
47634,functional
35686,functional
34197,functional needs repair
55310,functional
4020,functional
62185,functional
46751,non functional
73117,non functional
4431,functional
23101,functional
33787,functional
30,functional
51052,non functional
23748,functional
51594,non functional
35214,non functional
56848,non functional
67655,non functional
63056,non functional
15312,functional
6264,functional
12827,functional
24251,functional
63846,non functional
29527,functional
29477,functional
35391,functional
30784,functional
33770,non functional
7594,non functional
26046,non functional
35156,functional
9253,non functional
30133,functional
68401,non functional
19837,functional
40159,non functional
27930,functional
70570,functional
43214,functional
34286,non functional
65045,functional
41715,functional
61375,non functional
10132,functional
22083,functional
67716,non functional
36915,non functional
14631,non functional
33322,functional
1747,non functional
49649,functional
64626,functional
38805,functional
49434,functional
48822,functional
73727,functional
61248,functional
44048,functional
11719,functional
24999,functional
47119,functional
41135,functional
60086,functional
15232,functional
7840,functional
73740,functional
58709,non functional
66105,functional
67475,functional
35996,functional
23714,non functional
35740,functional
67767,functional needs repair
42133,non functional
51443,functional
30693,functional
54443,functional
9206,functional
17004,functional
35010,functional
64846,non functional
41257,non functional
66017,non functional
55588,non functional
40136,functional
45053,functional
25409,functional
59880,functional needs repair
2149,non functional
6068,non functional
5888,functional
22303,functional
73773,functional
66571,functional
50076,non functional
57578,functional
61656,functional
61762,non functional
42578,functional
4151,functional
20214,functional needs repair
5821,functional needs repair
23058,functional needs repair
72901,functional
46393,non functional
67133,functional
71070,non functional
48204,functional
47228,functional
71539,non functional
61858,functional needs repair
55264,functional
29257,functional
17055,functional
61536,functional
49913,functional
19633,non functional
578,non functional
61671,functional
42671,functional needs repair
8887,non functional
42709,functional
51105,functional
7817,functional
33087,functional
53262,functional
11245,non functional
63305,functional
72507,non functional
37135,non functional
21186,functional
1356,non functional
37449,functional
480,functional needs repair
62695,functional
72854,functional
7563,functional
27119,non functional
29741,functional
28811,non functional
24381,functional
62186,functional
58441,functional
14148,non functional
36048,non functional
63844,non functional
45391,non functional
71297,functional
40825,functional
17703,functional
2765,non functional
61281,functional
55312,functional
4649,non functional
931,functional
54227,non functional
24385,functional needs repair
26547,non functional
57791,functional
35071,non functional
51527,non functional
415,functional
50017,non functional
9377,non functional
20966,non functional
3413,functional needs repair
7729,functional
28215,functional
23018,non functional
17931,functional
14916,functional
32986,functional
55335,functional
16468,non functional
28372,functional
33659,functional
57686,non functional
29936,non functional
38624,functional
31708,non functional
48974,non functional
48447,functional
67653,non functional
53154,functional
25213,functional
35896,functional
39336,functional
33777,functional
14741,functional needs repair
1139,functional
43781,functional
7243,functional
12615,non functional
9255,functional
12870,functional
25296,functional
37128,functional
43475,non functional
33133,functional
53923,non functional
21117,functional
51883,non functional
38731,functional
20753,functional
38327,functional
15465,functional needs repair
59488,functional
7352,functional
53804,functional
49608,functional
39631,non functional
57408,functional
66287,functional
54927,functional
8429,non functional
48426,non functional
674,functional
28273,functional
71568,non functional
11632,functional
11487,functional
3941,functional
30214,non functional
43343,functional
4624,functional
10435,functional
16041,functional
19958,functional
9789,non functional
51782,non functional
47358,functional
57663,functional
21080,functional
67807,functional
4828,functional
16550,functional
64977,non functional
25531,non functional
22744,functional
36201,functional
57272,functional
4330,functional
66525,non functional
4172,non functional
56336,functional
8364,functional needs repair
43924,non functional
3450,non functional
30127,functional needs repair
1305,functional
10796,functional needs repair
44132,non functional
32577,functional
12072,functional
73928,functional
18932,functional
52290,functional
15133,non functional
25362,functional
46105,non functional
54967,functional
16802,functional needs repair
44182,functional
29751,non functional
42735,non functional
32963,functional
52475,functional
56953,functional
15348,functional
47502,non functional
26693,functional
29349,functional
46488,functional
24534,functional
16370,functional
347,functional
52063,non functional
66227,functional
57680,non functional
61810,functional
9679,non functional
67481,functional
11603,non functional
20371,functional
32538,non functional
26744,non functional
59176,functional needs repair
61214,functional
50109,non functional
47718,non functional
68706,non functional
11759,functional needs repair
64781,functional
65942,functional
35990,non functional
34095,functional
51294,functional
72552,non functional
43506,functional
8608,functional
32810,non functional
70412,functional
41126,non functional
25729,non functional
44289,functional
429,functional
73542,functional
31054,non functional
44280,non functional
58608,non functional
13138,functional
69904,functional
44536,non functional
46618,functional
34041,functional
53071,functional
35371,functional
32564,non functional
65768,non functional
2696,non functional
55320,functional
44444,non functional
35589,functional
13227,non functional
7280,functional
49064,functional
12346,functional
51818,functional
53361,functional
72930,non functional
65417,functional
32302,functional
23648,non functional
21670,functional
27358,functional
63447,non functional
57983,functional
4834,non functional
34774,functional
4111,functional
33338,functional needs repair
60719,functional
7042,functional
5395,functional
32468,functional needs repair
7796,functional needs repair
11226,non functional
7938,non functional
38722,functional
58494,functional
43144,functional
67775,functional
13293,functional
59225,functional
12783,non functional
24439,functional
62425,non functional
54579,functional
37916,functional
10889,functional
10790,functional
70745,functional
27262,functional
8982,functional
31924,functional needs repair
70690,non functional
22558,functional
44170,non functional
30018,functional
17829,non functional
21317,non functional
41976,non functional
12927,functional
68531,functional
21664,non functional
20886,functional
42544,functional
47157,functional
27418,non functional
72651,functional
8039,functional
63053,functional needs repair
13938,functional
70936,non functional
44364,functional
34151,non functional
57728,non functional
46246,functional
49949,functional
53990,functional
5750,functional
13946,functional
39660,functional
11350,functional
72014,non functional
67179,functional
68073,non functional
67582,non functional
9172,non functional
28788,non functional
22053,non functional
13493,non functional
27209,functional
38229,functional
18081,functional
50800,functional
147,non functional
66171,functional
52689,non functional
37696,functional
48706,functional
36761,functional
10650,functional
14615,non functional
18017,non functional
67750,functional
61049,functional
31775,functional
5668,non functional
56505,non functional
68751,non functional
34099,functional
57920,functional
61718,non functional
2614,functional needs repair
67842,functional
26277,non functional
63718,functional
40043,functional
16065,functional
41596,non functional
8188,functional
18969,functional
44643,non functional
68140,functional
10580,non functional
60423,non functional
51460,non functional
54697,functional
52655,non functional
36805,non functional
60483,non functional
43240,non functional
17485,functional
63705,non functional
69007,functional
12156,functional
41950,non functional
55251,functional
51485,functional
49242,functional
66583,non functional
42171,functional
28275,non functional
32472,functional
14844,functional
53790,non functional
6512,non functional
14665,non functional
6963,functional
12843,functional
29563,non functional
30750,functional
34499,functional
10354,functional
63703,functional needs repair
7604,non functional
35998,functional
41123,functional
32422,non functional
27125,functional
23020,functional
29390,functional
71428,functional
25469,non functional
55199,non functional
69284,functional
66725,functional needs repair
61218,functional
57660,functional
15500,functional
42056,functional
47982,non functional
30813,non functional
28135,functional
13764,functional needs repair
16821,functional needs repair
4463,non functional
74169,functional
16910,non functional
42693,functional
14707,functional
27933,functional
3265,functional needs repair
44901,functional
67083,functional
43254,non functional
6684,functional
68734,non functional
9346,functional needs repair
23855,non functional
18175,non functional
49850,functional
6658,functional
38553,functional
21312,non functional
39958,functional
58699,functional
19969,functional
71192,non functional
46068,functional
58010,functional
54164,functional
15464,non functional
36276,functional needs repair
46759,functional
45819,non functional
40590,functional
71260,functional
29124,functional
50943,non functional
395,non functional
46164,functional
41187,non functional
20089,non functional
23922,non functional
45082,functional
2270,non functional
43301,non functional
30589,non functional
67367,functional
58643,functional
45014,non functional
2662,functional
45620,functional
24067,non functional
67958,functional
8790,functional
2205,non functional
61856,functional
66693,functional
33652,functional
66564,functional
16866,non functional
60135,functional
60254,functional
69013,functional
5840,non functional
13863,functional
4471,functional
50887,functional
33316,functional
17201,functional
40832,non functional
50652,functional
9681,non functional
61507,functional
17345,functional
24872,non functional
21790,non functional
29964,non functional
12989,non functional
6663,non functional
16458,non functional
56588,functional needs repair
64479,non functional
57445,functional
41773,functional
28992,functional
7939,functional
37274,non functional
22526,non functional
47162,functional
7502,functional
3913,functional
15461,non functional
32366,functional
4088,functional needs repair
61584,non functional
8956,functional needs repair
30248,non functional
42647,non functional
33912,functional needs repair
45274,functional
50345,non functional
21999,non functional
55337,functional
65833,non functional
14961,functional
206,functional
51156,non functional
37912,functional
55820,functional
49255,functional
53256,non functional
63411,non functional
42386,non functional
65240,functional
66743,non functional
25903,non functional
66943,functional
71328,non functional
50127,non functional
5924,non functional
8551,non functional
26462,functional
50511,functional
67546,functional
41149,non functional
13997,non functional
63095,non functional
64252,functional
28244,non functional
64,functional
57439,functional
24893,functional
63356,functional
41608,functional
27212,non functional
2274,functional
43346,functional
49859,functional
68533,functional
1345,functional
72430,non functional
70555,non functional
28258,non functional
40051,functional
25927,non functional
45785,functional
13803,functional
51324,functional
14872,functional
35600,non functional
40553,functional
47439,non functional
49583,functional
6062,functional needs repair
33580,functional
29008,functional
43844,non functional
7419,functional
33309,functional
71510,functional
69219,non functional
33361,functional
64080,non functional
12669,functional
26291,non functional
39195,functional
48311,functional
63039,functional
59842,non functional
39246,non functional
54547,non functional
11683,functional
50681,functional
25216,non functional
70708,functional
64696,non functional
42969,functional
42609,non functional
7360,non functional
39085,non functional
29027,functional
42303,non functional
66504,functional
30811,non functional
48547,functional
55346,functional
54339,non functional
67778,non functional
35900,functional
18164,functional needs repair
11441,functional
72999,functional
14793,non functional
52515,non functional
804,non functional
36741,functional needs repair
72070,functional
72213,functional
29752,functional
51140,non functional
11676,functional
12749,non functional
32885,non functional
59531,functional
73141,functional
68163,functional needs repair
48933,non functional
17118,functional
45938,functional
26495,functional
38808,functional
41905,functional
444,functional
13521,non functional
9109,functional
37190,functional
50477,functional
17872,functional
69775,functional
64417,non functional
28367,functional
71779,functional
44090,non functional
48709,non functional
12337,functional needs repair
53363,functional
65637,non functional
4194,functional
43881,non functional
25944,functional
45136,functional
45015,non functional
14155,functional
24338,non functional
11319,non functional
63092,functional
61301,non functional
27454,functional
69166,non functional
50723,functional
38830,non functional
4205,functional
18968,non functional
47136,functional
66910,functional
28305,non functional
39494,functional
40849,functional
47230,functional
25633,functional
28674,non functional
68505,functional
65102,functional
15721,non functional
41247,functional
64141,functional
14889,non functional
71691,non functional
70607,functional needs repair
25796,functional
32562,functional
48305,functional needs repair
10674,functional
59811,functional
38257,non functional
8669,non functional
20749,non functional
62716,non functional
49435,functional
35213,non functional
70549,functional
18617,non functional
58204,non functional
36174,non functional
24314,functional
4659,functional needs repair
55728,functional
43226,functional
59399,functional
35194,functional
7020,functional
3392,non functional
14616,non functional
49390,non functional
29818,functional
28905,functional
25267,non functional
29637,non functional
40926,functional
53269,functional
26029,functional
7311,functional
72589,functional needs repair
13553,functional needs repair
38591,non functional
28587,functional
64707,functional needs repair
65589,functional
53909,functional
29575,non functional
12838,functional
42410,functional
54364,functional
68949,functional
72413,functional
70686,functional
20168,functional
38198,non functional
63683,non functional
53432,functional
45947,functional
19944,functional
1325,functional
35719,non functional
66673,functional
63451,non functional
63685,functional
15709,functional
58573,functional
41482,functional
66190,functional
38689,functional needs repair
60598,functional
73300,functional
51646,functional
25185,non functional
38552,functional
45340,non functional
67074,functional
6128,functional
9188,non functional
55355,functional needs repair
19055,functional
7259,functional needs repair
10916,non functional
43400,functional
65104,non functional
18037,functional
1063,non functional
43908,functional
3653,functional needs repair
20669,non functional
63897,functional
66414,functional
9395,functional
56978,functional
66464,non functional
72421,non functional
50952,non functional
11397,functional
71492,functional
13747,functional
60595,functional
63328,non functional
1336,functional
18428,functional
8435,non functional
67123,functional
45788,non functional
29904,non functional
25875,non functional
31014,non functional
17605,functional
21382,non functional
54557,functional
19078,non functional
32911,functional
24617,non functional
31511,functional
49053,functional needs repair
71577,non functional
69256,non functional
22528,non functional
25997,non functional
31757,non functional
9020,functional
24043,functional
51272,non functional
69064,functional
36359,functional
51915,functional needs repair
64122,functional
33307,non functional
69614,non functional
30925,functional
14572,functional
68306,functional
4716,non functional
72831,functional needs repair
10288,functional needs repair
17881,functional
58558,non functional
9632,functional
31632,functional
28074,functional
12071,non functional
16433,functional
50160,functional
22840,functional
41828,functional
70370,non functional
26090,non functional
61333,functional needs repair
6498,functional
14558,functional
13860,non functional
2934,functional
73884,functional
70978,non functional
29803,non functional
28880,functional
24248,functional
47908,functional
64648,non functional
31911,functional
38461,non functional
72000,functional
25553,functional
13074,non functional
73185,non functional
72483,non functional
59938,functional
65563,functional needs repair
13699,functional
2143,functional
31661,non functional
10062,functional
30765,functional
39020,functional
49527,non functional
27709,functional
9000,functional
20170,functional needs repair
42742,functional needs repair
55084,functional
69915,non functional
47393,non functional
44127,non functional
65054,functional
22340,functional
43063,non functional
23989,non functional
60767,functional
69183,non functional
32982,functional
54846,non functional
29230,functional
28581,non functional
29759,functional needs repair
44293,non functional
20797,functional
9091,functional
67721,functional
12781,functional
32783,non functional
17845,non functional
68826,non functional
72303,functional
14355,functional
22592,functional
36496,non functional
23211,non functional
62973,functional
12499,functional needs repair
27392,non functional
58569,functional
2531,non functional
15417,non functional
35166,functional
4914,non functional
70481,non functional
60689,functional
62996,functional needs repair
60544,non functional
72964,functional
12505,non functional
63480,functional
14253,functional
47656,functional
42152,non functional
64498,non functional
41061,functional
29282,non functional
68216,functional
74082,non functional
23455,non functional
40257,functional
1727,functional
52097,functional needs repair
52498,functional
36325,functional
26294,functional
54539,functional
59279,functional
68715,non functional
16085,functional
58556,functional
62472,functional
43767,functional
66927,non functional
27155,non functional
12848,functional
34981,non functional
32809,functional
52252,functional
22023,functional
17372,functional
70110,functional
63476,non functional
35261,functional
6778,functional
13274,functional
3899,non functional
25289,functional
34253,functional
66909,functional
66186,functional
12009,functional
69273,non functional
50587,non functional
23329,non functional
25395,non functional
63667,functional
36429,functional
36437,functional
49542,functional needs repair
44985,non functional
15710,non functional
57579,non functional
52236,functional
478,functional
1124,non functional
11493,functional
70455,functional
51614,non functional
30782,non functional
53986,functional
73935,functional
24538,non functional
39918,non functional
11485,non functional
25522,functional
31174,non functional
14814,functional
73401,non functional
30552,non functional
435,functional
70452,non functional
15791,non functional
45562,functional
61457,functional needs repair
47294,non functional
39069,functional
60655,functional
17825,functional needs repair
59133,functional
8874,functional
32186,functional
28286,functional needs repair
65972,functional
19619,functional needs repair
17882,functional
27711,functional
10269,functional
51506,non functional
20428,non functional
47605,functional
14292,functional
438,non functional
31432,functional
9572,functional
38604,functional
9866,functional
20979,functional
41571,non functional
29873,functional
25288,functional needs repair
33110,functional
47543,functional
7998,functional
28120,functional
72337,functional
61423,functional
62519,non functional
21014,functional
25036,functional
26883,functional
55283,non functional
33892,non functional
67917,functional
26107,non functional
16463,functional
54594,non functional
69619,functional
50380,functional
73685,functional
62300,non functional
11593,functional
5412,non functional
30767,functional
34436,non functional
19047,functional
13701,functional
12270,functional needs repair
15449,functional
39672,functional needs repair
72174,non functional
68906,functional
46059,functional
37955,functional
48482,non functional
9431,functional
49161,functional
47814,functional
47674,non functional
19820,functional
73224,functional
12856,non functional
15337,functional needs repair
1548,non functional
56405,functional
5192,functional
6058,functional
47445,non functional
32630,non functional
1134,non functional
64829,functional
27097,non functional
16492,functional
8769,non functional
15081,functional
9238,functional
71190,functional
11954,functional
23417,non functional
37170,non functional
22149,functional
53454,non functional
21515,functional
70401,non functional
37009,functional
29980,non functional
51561,non functional
69880,non functional
26045,functional
72861,non functional
53394,non functional
15530,non functional
17314,functional needs repair
7367,functional
67872,functional
46832,functional
36193,non functional
50050,functional
55610,functional
36689,functional needs repair
16042,functional
17056,non functional
28260,functional
6562,non functional
1423,functional
50752,functional
18513,non functional
11478,functional
44778,functional
37934,functional
9026,non functional
50988,functional
16028,functional
22832,functional
44240,functional
60449,functional
42409,non functional
5580,non functional
29711,functional
48953,functional
74159,functional
150,functional
68657,non functional
1477,functional
32818,functional
47557,functional needs repair
68652,non functional
29643,non functional
15055,non functional
4291,non functional
49664,functional
63680,non functional
46846,non functional
49672,non functional
51662,non functional
8370,functional
8466,functional needs repair
8276,functional
50593,non functional
34350,non functional
5633,functional
29959,functional
59930,functional
5831,functional
40088,functional needs repair
25441,functional
22582,functional
134,functional
20129,non functional
19895,functional
5929,functional
45655,functional
39066,functional
59530,functional
61561,functional needs repair
33329,functional
30783,non functional
3846,non functional
3299,functional
63676,non functional
64572,non functional
29957,functional
72244,functional
39303,non functional
2384,functional
21651,functional needs repair
22008,functional
41267,non functional
18920,functional
12560,functional
33870,functional
29827,non functional
48004,functional
42423,functional
5829,non functional
15951,non functional
22208,functional
52400,functional
52559,functional needs repair
8665,functional
54329,functional needs repair
69851,non functional
72763,non functional
62563,non functional
73037,functional
53386,functional
33876,functional
2081,functional
17767,functional
49211,functional
46879,functional
65419,functional
18855,non functional
32383,functional
36272,functional
43655,non functional
26948,non functional
19476,non functional
46939,functional
12651,functional
55211,functional
15842,functional
41437,functional
55892,functional
73077,functional
69582,functional needs repair
9347,functional needs repair
59987,functional
49525,functional
24420,functional
67163,functional
41734,functional needs repair
28666,functional
49241,functional
15132,functional
11367,functional
29822,non functional
49039,functional needs repair
37693,functional
29497,functional
36136,non functional
57435,functional
54830,functional
12380,functional
48564,functional
2124,functional
3366,functional
35954,functional
31855,non functional
62260,functional
42242,functional
70700,non functional
16294,functional
50962,non functional
47391,functional
71924,non functional
67152,functional
3963,functional
70887,functional
11119,functional
62782,functional
57107,non functional
59591,functional needs repair
63832,non functional
61408,non functional
13148,functional needs repair
1518,functional
38018,functional
21489,non functional
7704,non functional
40449,functional
35594,functional
22571,non functional
2844,functional
54123,non functional
44129,functional
50163,functional
21293,functional
1076,functional
56420,functional
33137,functional
31398,non functional
50764,functional
23791,functional
56302,functional
3946,functional
39050,non functional
62707,functional
4605,non functional
59474,non functional
33830,non functional
31514,functional needs repair
19853,functional
20383,functional
12122,functional
44544,non functional
67181,functional
501,functional
16698,functional
44250,functional
68066,functional
38837,functional
64027,functional
49772,functional
2373,functional
41720,non functional
73669,functional
31625,functional
26612,functional
26352,functional
37993,functional
36668,functional
6322,non functional
32620,non functional
59007,functional
3880,functional
20596,functional
45313,functional
20050,functional
73417,functional
62049,non functional
21598,non functional
50222,functional
39515,functional
43321,non functional
29415,functional
62713,non functional
57891,functional
71155,functional
56597,functional
11559,functional
3709,functional
17750,non functional
21271,functional
29348,non functional
27759,non functional
34045,functional
35002,functional
68258,non functional
43870,functional
46758,functional
52240,functional
48293,functional
54703,functional
46293,functional
70953,functional needs repair
59548,non functional
69142,functional
73651,functional
9022,functional
699,functional
25071,functional
59469,functional
19002,non functional
51533,functional needs repair
25818,functional
64108,functional
38079,functional
32853,non functional
25861,non functional
35274,functional
20846,non functional
6910,non functional
4241,non functional
50793,functional
54764,non functional
52870,non functional
16173,functional
65755,functional
56981,functional
978,functional
29499,functional
59214,functional
25794,functional
64600,non functional
59636,functional
37936,functional
66193,non functional
22522,non functional
10070,functional
62529,functional
18670,non functional
60759,functional
51764,non functional
40993,functional needs repair
4125,non functional
61635,functional
66380,functional
12130,functional
62918,non functional
8773,non functional
67772,functional
52455,functional
6415,functional
13060,non functional
31907,functional
37393,non functional
6298,functional
11640,non functional
54444,functional
43639,functional
13478,functional
73383,non functional
15091,non functional
24622,functional
97,non functional
10036,functional
61383,functional
43610,functional
13018,non functional
49957,functional
65664,functional
32433,non functional
54613,non functional
14866,functional
25376,functional
73920,non functional
72207,functional
65112,non functional
13311,non functional
16514,non functional
53312,functional
44197,non functional
23448,functional
29946,functional
28828,functional
53485,functional
32441,non functional
59787,non functional
45321,functional
47937,functional
38063,non functional
26467,functional
42821,functional
60284,functional
59872,non functional
59776,functional
66628,functional
36480,functional
2346,non functional
7908,functional
68771,non functional
9645,functional
49998,functional
56225,functional
23506,non functional
8271,functional
67319,functional
22274,functional
28067,functional
31380,non functional
59697,functional needs repair
50676,functional
58675,non functional
61254,non functional
29971,non functional
49883,non functional
43288,functional
32480,functional
31195,functional
1041,functional
57282,non functional
27676,functional
72291,functional
5926,non functional
50269,functional
59971,functional
43834,non functional
67986,functional
55249,non functional
26264,functional
62003,non functional
34864,non functional
21309,functional
19609,functional
49392,non functional
26694,functional needs repair
31434,functional
32570,functional
53690,functional
5120,non functional
23623,non functional
63307,non functional
37061,functional
17072,functional
37742,functional
13525,functional
20444,non functional
70571,non functional
46813,non functional
49189,non functional
20136,functional
16677,functional
33411,non functional
65718,functional
27586,functional
7485,functional
18098,functional
3975,functional
62913,non functional
54516,functional
9071,functional
52948,functional
49038,functional
42465,functional
43892,functional
54208,functional
11578,functional
64976,functional
30156,non functional
43567,non functional
69058,functional
24828,non functional
60785,functional
37445,functional
1662,functional
43360,functional
65286,functional needs repair
9808,functional
12899,functional
33664,functional
44934,functional
28166,non functional
60642,functional
49055,functional needs repair
50447,non functional
24839,functional
355,functional
10917,functional
27145,functional
66672,functional
37371,functional
37443,functional
64007,non functional
31269,non functional
45512,non functional
1825,functional
21304,functional
60143,functional
61701,non functional
49103,functional
64790,non functional
25160,functional
4726,functional
20088,functional
16571,non functional
52894,non functional
25217,functional
60673,functional
74002,non functional
50188,functional
44007,non functional
66697,non functional
64297,non functional
69165,non functional
70826,non functional
24873,functional
33759,non functional
41877,functional
30562,functional
55874,non functional
20757,functional
29723,functional
15414,non functional
17673,functional needs repair
8520,non functional
39228,functional
53527,functional
40302,functional
13362,non functional
66071,functional
36575,functional
46251,functional
37554,functional
10839,non functional
55865,functional
67887,non functional
57359,functional
35912,non functional
63572,non functional
8961,non functional
67995,non functional
58487,functional needs repair
70840,functional
19973,non functional
63825,functional
39030,functional
18323,functional needs repair
67233,non functional
62863,functional needs repair
66314,functional
48748,non functional
13673,non functional
34371,functional
37401,functional
12742,functional
66894,functional
46874,non functional
36261,non functional
27910,functional
378,functional
52227,non functional
54542,functional needs repair
57397,functional
57285,functional
43034,functional
22982,non functional
22360,non functional
70487,functional
40645,functional
46041,functional
43439,non functional
34132,functional needs repair
30593,functional
57443,functional
3053,functional
1255,functional
28005,non functional
56675,functional
63110,non functional
73946,functional
13544,non functional
6855,non functional
69397,functional
5030,non functional
10074,non functional
22709,non functional
66752,functional
45041,functional
53187,non functional
15203,functional
900,non functional
13718,functional needs repair
13397,functional
23474,functional needs repair
51208,non functional
17371,functional
367,functional
42200,non functional
6861,non functional
72614,functional
174,non functional
25128,non functional
46687,functional
44164,functional
28199,functional
16409,non functional
60697,functional needs repair
46749,non functional
66601,functional
13099,functional
74100,non functional
67681,functional
55062,non functional
73098,functional
6231,functional
47721,functional
22894,non functional
34886,functional
38331,functional
37000,functional
24401,non functional
24150,functional needs repair
18082,functional needs repair
30444,non functional
70488,non functional
33498,functional
39441,functional
18494,functional
60322,functional
8165,non functional
52954,functional
44500,functional
61773,non functional
43897,functional
44829,functional
9616,non functional
20423,non functional
18805,functional
60292,functional
35373,functional
61273,functional
13408,non functional
31502,functional
62980,functional
56182,non functional
43527,functional
62440,functional
49778,functional
20274,functional
44649,non functional
66733,functional
56255,non functional
55951,functional
57087,functional
4734,functional
47273,functional
39353,functional
56293,non functional
9621,functional
12186,functional
52424,non functional
36383,functional needs repair
35843,non functional
64746,functional
330,functional
50651,non functional
50745,functional
366,non functional
24,non functional
17208,functional
24249,non functional
22404,functional
45482,non functional
26559,functional needs repair
47934,non functional
19673,functional
2145,functional
67764,non functional
64486,functional
62710,functional needs repair
14222,functional
3229,functional
48495,functional
9625,functional
15096,functional
58336,non functional
21454,non functional
24947,functional
51409,non functional
10787,functional
73042,non functional
63834,functional
4544,non functional
37138,non functional
60760,functional
42291,non functional
33319,functional
49895,functional
31497,functional
42037,non functional
36303,non functional
14589,functional
15677,non functional
45106,functional
12595,functional
44987,non functional
28232,non functional
21871,non functional
16966,non functional
22850,non functional
22957,functional
8255,functional
2912,functional
67238,functional
675,non functional
8386,functional
13889,functional
46104,functional
63971,functional needs repair
12257,non functional
7536,non functional
2171,functional
51382,non functional
28479,functional
20416,functional
4488,non functional
48650,functional
11076,functional
54316,functional
60523,functional
